instance_id,gold_pass,total_cost_usd,tokens_per_edit,loop_count,model_family,_n_edits,_n_reads,_n_bash,_n_errors,_n_messages,_est_tokens
getsentry__responses-643,1,0.037861,3380.4,59,qwen3-30b,10,13,33,7,119,33804
sscpac__statick-436,1,0.067704,8635.7,45,qwen3-30b,7,13,22,0,91,60450
PMEAL__OpenPNM-1902,1,0.029513,2395.5,55,qwen3-30b,11,12,28,1,111,26351
repobee__repobee-202,1,0.039615,5053.0,70,qwen3-30b,7,12,37,25,141,35371
pybamm-team__PyBaMM-2204,1,0.084865,4457.2,84,qwen3-30b,17,26,38,1,169,75773
asottile__pyupgrade-133,1,0.043075,4807.5,47,qwen3-30b,8,14,22,3,95,38460
Textualize__textual-4103,1,0.049598,7380.7,53,qwen3-30b,6,14,29,1,107,44284
sqlfluff__sqlfluff-1389,0,0.053043,1821.5,100,qwen3-30b,26,26,44,7,201,47360
intel__dffml-862,1,0.040128,3981.0,48,qwen3-30b,9,9,25,4,97,35829
rm-hull__luma.led_matrix-158,0,0.034455,6152.8,37,qwen3-30b,5,10,18,0,75,30764
santosderek__Vitality-145,0,0.054021,3710.2,69,qwen3-30b,13,15,38,0,139,48233
rigetti__pyquil-1477,1,0.045669,6796.0,56,qwen3-30b,6,15,31,2,113,40776
christiansandberg__canopen-446,1,0.053512,5308.7,56,qwen3-30b,9,21,23,4,113,47778
NREL__hescore-hpxml-169,1,0.058836,3283.3,79,qwen3-30b,16,17,42,7,159,52532
pre-commit__pre-commit-hooks-483,1,0.070096,6258.6,52,qwen3-30b,10,9,30,0,105,62586
dask__dask-7761,1,0.040262,2396.5,88,qwen3-30b,15,25,42,2,177,35948
scrapy__scrapy-4008,1,0.047874,8548.9,54,qwen3-30b,5,9,36,8,109,42744
asottile__setup-cfg-fmt-48,1,0.047364,5286.1,53,qwen3-30b,8,20,20,0,107,42289
zopefoundation__ZODB-260,0,0.069884,7799.5,81,qwen3-30b,8,30,38,8,163,62396
riffdog__riffdog-52,0,0.024681,5509.1,42,qwen3-30b,4,12,15,1,85,22036
juju__python-libjuju-582,1,0.041825,5334.8,51,qwen3-30b,7,12,29,1,103,37344
scrapinghub__price-parser-31,1,0.040943,7311.2,36,qwen3-30b,5,10,17,1,73,36556
OSeMOSYS__otoole-172,1,0.057865,8610.8,83,qwen3-30b,6,22,52,7,167,51665
cloud-custodian__cloud-custodian-5531,0,0.050892,7573.2,83,qwen3-30b,6,21,44,6,167,45439
tobymao__sqlglot-2450,1,0.031604,2351.5,69,qwen3-30b,12,10,44,1,139,28218
jupyter__jupyter_core-291,0,0.05811,7412.0,54,qwen3-30b,7,11,32,1,109,51884
h2non__jsonpath-ng-62,0,0.028354,8438.6,37,qwen3-30b,3,8,23,0,75,25316
jaraco__keyring-695,1,0.031384,2802.2,83,qwen3-30b,10,18,51,6,167,28022
mikedh__trimesh-851,0,0.061492,6100.4,52,qwen3-30b,9,14,23,5,105,54903
ResearchObject__ro-crate-py-69,1,0.046985,10487.6,36,qwen3-30b,4,8,21,0,73,41950
mkdocs__mkdocs-3367,1,0.038905,5789.5,44,qwen3-30b,6,14,21,1,89,34737
feature-engine__feature_engine-339,0,0.036611,4086.1,42,qwen3-30b,8,9,22,4,85,32688
stigok__ruterstop-43,1,0.031022,6924.6,35,qwen3-30b,4,11,14,1,71,27698
tobymao__sqlglot-2619,1,0.057562,7342.0,76,qwen3-30b,7,16,50,4,153,51394
mne-tools__mne-python-12605,1,0.025097,2489.8,69,qwen3-30b,9,21,34,8,139,22408
CORE-GATECH-GROUP__serpent-tools-289,0,0.072945,2605.2,100,qwen3-30b,25,17,55,9,201,65130
modflowpy__flopy-1748,0,0.043439,4848.1,54,qwen3-30b,8,10,31,2,109,38784
cocotb__cocotb-4551,0,0.059068,7534.1,44,qwen3-30b,7,8,24,6,89,52739
ReproNim__reproman-488,0,0.060233,5975.5,71,qwen3-30b,9,21,37,4,143,53780
nilearn__nilearn-4256,1,0.045172,6722.0,54,qwen3-30b,6,17,26,0,109,40332
cloudevents__sdk-python-98,1,0.044481,2836.8,56,qwen3-30b,14,14,23,2,113,39715
acorg__dark-matter-610,0,0.074237,3156.3,73,qwen3-30b,21,12,34,5,147,66283
reagento__dishka-299,1,0.068735,2668.3,100,qwen3-30b,23,28,45,12,201,61370
graphql-python__graphene-1478,1,0.065386,9730.1,45,qwen3-30b,6,11,25,1,91,58380
getsentry__responses-673,1,0.051833,7713.2,52,qwen3-30b,6,11,32,0,105,46280
mkorpela__overrides-59,1,0.05339,3178.0,63,qwen3-30b,15,19,26,2,127,47670
tobymao__sqlglot-4194,0,0.039729,4434.1,75,qwen3-30b,8,22,41,2,151,35473
IAMconsortium__pyam-763,1,0.065841,6531.9,69,qwen3-30b,9,20,35,3,139,58787
en0__dnry-config-4,1,0.029443,6572.1,37,qwen3-30b,4,11,19,4,75,26288
mozman__steputils-3,0,0.076855,13724.1,68,qwen3-30b,5,20,40,2,137,68620
nipreps__nibabies-351,1,0.023546,4204.6,42,qwen3-30b,5,8,18,2,85,21023
Quantum-Accelerators__raspa_ase-24,0,0.06323,7056.9,83,qwen3-30b,8,15,56,6,167,56455
ppizarror__pygame-menu-449,0,0.086394,2754.9,100,qwen3-30b,28,29,40,22,201,77137
larq__zookeeper-228,0,0.072325,7175.1,59,qwen3-30b,9,17,29,3,119,64576
OSOceanAcoustics__echopype-428,0,0.04152,2851.6,71,qwen3-30b,13,17,37,3,143,37071
marshmallow-code__apispec-webframeworks-64,1,0.046254,4129.8,49,qwen3-30b,10,8,22,2,99,41298
google__mobly-582,0,0.058759,3086.1,71,qwen3-30b,17,20,32,4,143,52464
ARMmbed__greentea-263,1,0.040678,6053.2,55,qwen3-30b,6,16,27,2,111,36319
JonathonReinhart__scuba-120,0,0.075865,3225.5,89,qwen3-30b,21,19,37,2,179,67736
whot__uji-17,1,0.051179,2405.0,90,qwen3-30b,19,21,48,4,181,45696
fabiocaccamo__python-benedict-289,1,0.065129,5815.1,63,qwen3-30b,10,19,30,2,127,58151
python-cmd2__cmd2-752,1,0.048496,3936.3,61,qwen3-30b,11,11,35,1,123,43300
sqlfluff__sqlfluff-4974,0,0.055536,4132.1,89,qwen3-30b,12,16,58,7,179,49586
google__flax-4317,1,0.056411,4197.2,57,qwen3-30b,12,16,26,5,115,50367
MaineKuehn__usim-85,0,0.076584,3108.1,83,qwen3-30b,22,20,36,9,167,68379
Delgan__loguru-985,0,0.046782,2320.5,100,qwen3-30b,18,27,52,5,201,41770
boolangery__py-lua-parser-32,0,0.050395,6427.9,55,qwen3-30b,7,20,24,1,111,44996
narwhals-dev__narwhals-941,0,0.015972,7130.5,42,qwen3-30b,2,9,26,1,85,14261
DataDog__datadogpy-545,1,0.040873,3317.6,66,qwen3-30b,11,25,24,4,133,36494
numpy__numpydoc-429,1,0.060183,5970.6,58,qwen3-30b,9,10,35,2,117,53735
rl-institut__smooth-167,1,0.041034,9159.4,34,qwen3-30b,4,11,17,4,69,36638
yt-dlp__yt-dlp-11751,0,0.0725,5394.4,71,qwen3-30b,12,12,43,6,143,64732
Yelp__swagger_spec_validator-113,0,0.063476,6297.2,100,qwen3-30b,9,25,64,4,201,56675
MycroftAI__lingua-franca-87,1,0.048239,4307.0,58,qwen3-30b,10,13,31,2,117,43070
ucbds-infra__otter-grader-624,1,0.050553,2375.6,98,qwen3-30b,19,28,39,8,197,45137
skypilot-org__skypilot-4022,1,0.036212,4618.9,62,qwen3-30b,7,17,34,5,125,32332
jamesoff__simplemonitor-487,1,0.051035,3797.3,62,qwen3-30b,12,17,31,1,125,45567
aio-libs__async-lru-506,0,0.025317,3229.2,39,qwen3-30b,7,11,19,4,79,22604
NREL__hescore-hpxml-139,1,0.09207,4835.6,95,qwen3-30b,17,28,45,5,191,82205
iterative__dvc-1638,0,0.044725,9983.3,53,qwen3-30b,4,16,28,4,107,39933
ucfopen__canvasapi-133,1,0.043996,6547.1,55,qwen3-30b,6,15,29,2,111,39282
zarr-developers__zarr-python-2348,0,0.044105,4375.5,70,qwen3-30b,9,19,37,7,141,39380
lipoja__URLExtract-134,1,0.048269,2052.2,76,qwen3-30b,21,18,32,0,153,43097
zopefoundation__zope.schema-52,0,0.027655,3527.5,47,qwen3-30b,7,14,21,7,95,24692
jackdewinter__pymarkdown-277,0,0.077854,8689.1,71,qwen3-30b,8,30,31,10,143,69513
canonical__operator-823,1,0.064196,5210.7,75,qwen3-30b,11,27,34,0,151,57318
tobymao__sqlglot-4652,0,0.068843,5122.2,90,qwen3-30b,12,16,59,3,181,61467
CS-SI__eodag-961,1,0.050539,5640.6,82,qwen3-30b,8,19,50,3,165,45124
kedro-org__kedro-3314,0,0.042444,4737.0,58,qwen3-30b,8,18,27,5,117,37896
TRoboto__Maha-103,1,0.038501,3125.1,59,qwen3-30b,11,17,26,1,119,34376
Shopify__shopify_python_api-330,0,0.051372,6552.6,62,qwen3-30b,7,17,28,6,125,45868
cluster311__Anexo2-11,1,0.046191,6873.6,68,qwen3-30b,6,16,34,2,137,41242
mmaelicke__scikit-gstat-71,0,0.0465,4613.1,71,qwen3-30b,9,18,41,2,143,41518
hasgeek__coaster-263,1,0.054532,3477.8,70,qwen3-30b,14,16,35,1,141,48690
fetzerch__kasserver-6,0,0.035643,3536.0,45,qwen3-30b,9,13,18,1,91,31824
lebrice__SimpleParsing-146,1,0.082412,8175.8,60,qwen3-30b,9,22,25,2,121,73582
datalad__datalad-next-257,0,0.06958,4437.5,78,qwen3-30b,14,19,42,1,157,62125
geopandas__geopandas-3368,1,0.042926,3484.3,56,qwen3-30b,11,7,35,2,113,38327
crate__crate-python-584,0,0.043775,9771.2,56,qwen3-30b,4,11,34,8,113,39085
indico__flask-multipass-72,1,0.048579,8674.9,39,qwen3-30b,5,9,20,6,79,43374
CS-SI__eodag-380,0,0.06831,5544.6,88,qwen3-30b,11,24,49,5,177,60991
nipype__pydra-255,1,0.024891,2778.0,48,qwen3-30b,8,11,25,5,97,22224
vitalik__django-ninja-187,0,0.068197,3382.8,77,qwen3-30b,18,14,42,5,155,60890
matrix-org__synapse-4772,0,0.063763,6325.7,67,qwen3-30b,9,20,34,2,135,56931
Duke-GCB__lando-173,0,0.039665,11805.2,38,qwen3-30b,3,10,14,0,77,35416
psf__black-3745,0,0.06846,4075.0,100,qwen3-30b,15,24,59,7,201,61125
frappe__frappe-22266,0,0.047543,2497.0,72,qwen3-30b,17,21,29,7,145,42449
biolink__biolink-model-toolkit-51,0,0.04623,8255.4,47,qwen3-30b,5,10,28,0,95,41277
AzureAD__microsoft-authentication-library-for-python-530,0,0.064554,7204.7,59,qwen3-30b,8,15,32,2,119,57638
yevhen-m__flake8-fancy-header-6,1,0.028436,2538.9,48,qwen3-30b,10,12,23,8,97,25389
google__flax-4002,1,0.043963,1635.5,100,qwen3-30b,24,40,34,83,201,39253
dwavesystems__dwave-cloud-client-417,0,0.05748,3665.8,55,qwen3-30b,14,10,27,8,111,51322
jsvine__pdfplumber-213,1,0.03424,4367.4,63,qwen3-30b,7,10,37,1,127,30572
conan-io__conan-11594,0,0.041522,3707.3,59,qwen3-30b,10,13,32,0,119,37073
pytorch__ignite-1086,0,0.050821,3781.4,53,qwen3-30b,12,10,28,4,107,45376
streamlink__streamlink-6491,0,0.046861,1992.4,88,qwen3-30b,21,14,49,11,177,41840
briggySmalls__pyflipdot-5,0,0.028197,3147.0,41,qwen3-30b,8,10,17,3,83,25176
conan-io__conan-4303,0,0.036038,2681.4,70,qwen3-30b,12,13,41,8,141,32176
juju__python-libjuju-375,0,0.083019,4941.6,88,qwen3-30b,15,23,46,5,177,74124
fjosw__pyerrors-139,1,0.059376,5890.5,55,qwen3-30b,9,17,24,34,111,53014
ncclient__ncclient-418,1,0.069735,5660.3,62,qwen3-30b,11,17,30,1,125,62264
reanahub__reana-client-690,1,0.049743,4037.6,61,qwen3-30b,11,15,31,8,123,44414
googleapis__synthtool-1434,1,0.057023,6364.2,50,qwen3-30b,8,13,24,7,101,50914
tensorflow__addons-2467,0,0.059306,4412.6,50,qwen3-30b,12,16,18,10,101,52952
auth0__auth0-python-354,1,0.071783,16022.9,37,qwen3-30b,4,12,19,1,75,64092
dfm__tinygp-123,0,0.054341,3465.6,69,qwen3-30b,14,20,31,8,139,48519
sqlfluff__sqlfluff-978,1,0.085488,4770.6,100,qwen3-30b,16,30,52,10,201,76329
ryanhiebert__django-cmd-8,1,0.032757,2437.3,55,qwen3-30b,12,9,32,1,111,29248
weaveworks__kubediff-82,1,0.044837,4448.1,49,qwen3-30b,9,13,25,10,99,40033
ucbds-infra__otter-grader-624,1,0.061361,3652.4,83,qwen3-30b,15,32,31,12,167,54786
bokeh__bokeh-6394,0,0.043459,4311.4,72,qwen3-30b,9,21,39,6,145,38803
SpikeInterface__spikeinterface-3180,0,0.047715,8520.5,64,qwen3-30b,5,15,40,1,129,42602
adamchainz__time-machine-433,1,0.037301,6660.9,52,qwen3-30b,5,15,27,3,105,33304
tobymao__sqlglot-3971,0,0.053977,3707.2,89,qwen3-30b,13,18,54,5,179,48194
asottile__astpretty-41,1,0.037451,3343.8,49,qwen3-30b,10,8,28,3,99,33438
tobac-project__tobac-223,1,0.037048,5513.1,40,qwen3-30b,6,11,18,4,81,33078
PennLINC__xcp_d-1088,1,0.041369,4104.1,55,qwen3-30b,9,12,30,2,111,36937
PermutaTriangle__Tilings-307,0,0.099137,6808.8,81,qwen3-30b,13,13,50,9,163,88515
pckroon__pysmiles-24,1,0.064997,6448.1,57,qwen3-30b,9,11,33,0,115,58033
twisted__towncrier-610,1,0.041999,2205.8,88,qwen3-30b,17,23,44,3,177,37499
ikegami-yukino__jaconv-15,0,0.039624,2211.2,63,qwen3-30b,16,13,28,3,127,35378
pdm-project__pdm-3393,0,0.069002,6845.4,83,qwen3-30b,9,24,47,3,167,61609
twisted__towncrier-610,1,0.052751,5233.2,64,qwen3-30b,9,19,33,1,129,47099
openforcefield__openff-toolkit-802,0,0.068024,4338.2,87,qwen3-30b,14,17,43,2,175,60736
pytorch__ignite-1043,1,0.032873,2668.3,58,qwen3-30b,11,12,25,2,117,29351
python-pillow__Pillow-3869,0,0.045763,4540.0,59,qwen3-30b,9,12,35,3,119,40860
tox-dev__tox-2378,1,0.040965,9144.0,50,qwen3-30b,4,11,31,2,101,36576
pydicom__pydicom-1256,1,0.074848,6682.8,84,qwen3-30b,10,26,27,1,169,66828
RockefellerArchiveCenter__DACSspace-52,0,0.042624,4757.2,65,qwen3-30b,8,20,30,3,131,38057
ReactiveX__RxPY-507,1,0.041924,5347.5,52,qwen3-30b,7,8,30,15,105,37432
RockefellerArchiveCenter__DACSspace-39,0,0.041813,3733.3,66,qwen3-30b,10,20,33,5,133,37333
tarioch__xirr-15,0,0.065721,3088.4,68,qwen3-30b,19,8,36,2,137,58680
dask__dask-11801,0,0.051778,4623.0,64,qwen3-30b,10,13,38,5,129,46230
hhatto__autopep8-466,0,0.047921,2852.4,100,qwen3-30b,15,32,46,4,201,42787
ShawHahnLab__igseq-50,1,0.060831,7759.1,47,qwen3-30b,7,12,26,3,95,54314
python-pillow__Pillow-7383,0,0.04762,3543.1,90,qwen3-30b,12,19,56,5,181,42518
stitchfix__nodebook-8,1,0.037861,2817.0,49,qwen3-30b,12,9,23,4,99,33804
gouline__dbt-metabase-158,1,0.075564,5622.4,64,qwen3-30b,12,17,31,5,129,67468
graphql-python__graphene-django-838,0,0.051241,7625.1,55,qwen3-30b,6,20,24,4,111,45750
python-pillow__Pillow-6582,1,0.075542,5188.3,100,qwen3-30b,13,23,54,9,201,67448
iris-hep__qastle-38,1,0.051376,9174.3,34,qwen3-30b,5,9,16,7,69,45872
ucfopen__canvasapi-343,1,0.074706,16675.5,42,qwen3-30b,4,11,24,0,85,66702
destag__at-date-15,1,0.040696,7267.1,29,qwen3-30b,5,10,11,1,59,36336
TDAmeritrade__stumpy-649,0,0.054007,3013.8,72,qwen3-30b,16,26,27,5,145,48220
dask__dask-9087,1,0.059414,3789.1,77,qwen3-30b,14,20,32,4,155,53048
python-lsp__python-lsp-server-497,0,0.079367,7873.7,68,qwen3-30b,9,14,33,1,137,70863
beeware__briefcase-1689,0,0.050672,7540.5,53,qwen3-30b,6,11,33,6,107,45243
WPI-MMR__gym_solo-16,1,0.021361,3178.7,41,qwen3-30b,6,14,18,3,83,19072
tobymao__sqlglot-1819,0,0.037753,6741.6,50,qwen3-30b,5,7,35,2,101,33708
geopandas__geopandas-3240,1,0.055223,4482.4,52,qwen3-30b,11,12,26,1,105,49306
frictionlessdata__frictionless-py-970,1,0.056701,8437.7,66,qwen3-30b,6,19,33,5,133,50626
facultyai__marshmallow-dataframe-19,0,0.056618,6319.0,51,qwen3-30b,8,17,20,3,103,50552
frictionlessdata__frictionless-py-724,0,0.04518,4033.9,68,qwen3-30b,10,20,35,5,137,40340
jdkandersson__OpenAlchemy-57,0,0.072592,6481.4,78,qwen3-30b,10,15,34,7,157,64814
MasoniteFramework__core-16,1,0.05735,5689.5,54,qwen3-30b,9,10,32,0,109,51206
IAMconsortium__nomenclature-390,1,0.055426,4948.8,65,qwen3-30b,10,20,32,20,131,49488
dwavesystems__dimod-527,0,0.052669,4702.6,60,qwen3-30b,10,15,31,3,121,47026
astropy__specutils-1164,1,0.078972,2611.5,100,qwen3-30b,27,12,57,2,201,70510
Zulko__moviepy-890,0,0.032971,1635.5,67,qwen3-30b,18,16,29,17,135,29438
ncclient__ncclient-452,0,0.044494,4965.9,44,qwen3-30b,8,7,25,5,89,39727
kpetremann__mqtt-exporter-37,1,0.0379,4229.9,47,qwen3-30b,8,11,24,0,95,33839
ansible__ansible-builder-466,1,0.068825,3614.8,73,qwen3-30b,17,19,30,1,147,61451
encode__httpcore-441,0,0.079577,5465.5,97,qwen3-30b,13,23,51,49,195,71051
ResearchObject__ro-crate-py-109,1,0.064189,3820.8,65,qwen3-30b,15,18,30,3,131,57312
scikit-hep__vector-319,0,0.056242,6277.0,73,qwen3-30b,8,12,49,5,147,50216
python-pillow__Pillow-7437,0,0.04805,6128.8,46,qwen3-30b,7,9,27,2,93,42902
pre-commit__pre-commit-1341,0,0.039824,4444.6,64,qwen3-30b,8,12,41,7,129,35557
pdm-project__pdm-3250,0,0.064514,2880.1,100,qwen3-30b,20,26,51,2,201,57602
pythongssapi__requests-gssapi-44,1,0.051421,9182.3,42,qwen3-30b,5,6,28,6,85,45912
fennekki__cdparacord-37,0,0.02904,12964.5,42,qwen3-30b,2,9,28,2,85,25929
fjosw__pyerrors-112,0,0.037392,4173.2,72,qwen3-30b,8,24,37,48,145,33386
ofek__pypinfo-109,1,0.044998,5739.5,50,qwen3-30b,7,14,25,1,101,40177
hynek__structlog-117,1,0.05264,3357.1,57,qwen3-30b,14,13,28,14,115,47000
NVIDIA__hpc-container-maker-311,1,0.05473,2874.5,76,qwen3-30b,17,17,36,3,153,48866
python-pillow__Pillow-5411,0,0.084341,6845.9,100,qwen3-30b,11,30,56,10,201,75304
hu-macsy__simexpal-96,1,0.057786,3439.6,71,qwen3-30b,15,24,30,2,143,51594
tobymao__sqlglot-1394,0,0.070155,10439.7,79,qwen3-30b,6,25,44,3,159,62638
TheFriendlyCoder__friendlypins-63,0,0.054289,9694.4,46,qwen3-30b,5,15,23,1,93,48472
tox-dev__tox-983,0,0.080353,10249.1,99,qwen3-30b,7,28,59,4,199,71744
numba__numba-5527,1,0.040226,3265.1,74,qwen3-30b,11,21,38,10,149,35916
raiden-network__raiden-contracts-772,0,0.040409,7215.9,43,qwen3-30b,5,12,23,15,87,36079
ValvePython__steam-359,0,0.030557,2728.3,53,qwen3-30b,10,14,23,2,107,27283
pysmt__pysmt-445,0,0.05118,3515.1,75,qwen3-30b,13,21,37,4,151,45696
neogeny__TatSu-102,0,0.043084,3205.7,62,qwen3-30b,12,15,32,11,125,38468
peterbe__premailer-258,0,0.04358,3537.3,55,qwen3-30b,11,12,28,5,111,38911
inducer__pycparserext-46,1,0.03943,7041.1,36,qwen3-30b,5,7,20,2,73,35206
kinnala__scikit-fem-976,1,0.041326,2306.2,66,qwen3-30b,16,15,32,10,133,36898
cloud-custodian__cloud-custodian-5531,0,0.04967,3411.4,78,qwen3-30b,13,16,44,5,157,44348
JonathonReinhart__scuba-120,0,0.0935,3478.4,84,qwen3-30b,24,21,35,7,169,83482
scikit-image__scikit-image-5271,1,0.040872,3649.3,66,qwen3-30b,10,26,27,3,133,36493
florimondmanca__djangorestframework-api-key-187,1,0.033077,4219.0,46,qwen3-30b,7,12,23,2,93,29533
duo-labs__py_webauthn-120,1,0.021974,3923.9,37,qwen3-30b,5,9,19,1,75,19620
joblib__joblib-565,1,0.061251,4206.8,75,qwen3-30b,13,22,35,2,151,54689
yt-project__unyt-437,1,0.039444,7043.6,51,qwen3-30b,5,10,32,1,103,35218
dask__dask-8253,0,0.051909,2317.4,100,qwen3-30b,20,32,45,6,201,46347
python-pillow__Pillow-4989,0,0.064628,2622.9,100,qwen3-30b,22,21,53,5,201,57704
jupyter__nbformat-198,1,0.065059,11617.8,61,qwen3-30b,5,16,35,10,123,58089
stuartmccoll__gitlab-changelog-generator-27,0,0.049812,6353.6,40,qwen3-30b,7,9,21,3,81,44475
lepture__mistune-143,1,0.038095,3401.3,54,qwen3-30b,10,14,25,0,109,34013
tobymao__sqlglot-3630,0,0.056172,2507.7,100,qwen3-30b,20,23,55,17,201,50154
Textualize__textual-3152,0,0.11142,4737.2,87,qwen3-30b,21,17,45,9,175,99482
googleapis__python-datastore-115,1,0.039414,8797.8,40,qwen3-30b,4,16,16,2,81,35191
modern-python__that-depends-118,1,0.068041,5062.6,67,qwen3-30b,12,20,31,2,135,60751
docker__docker-py-3191,0,0.050746,3775.7,100,qwen3-30b,12,43,43,3,201,45308
Scille__umongo-190,0,0.07121,4541.4,62,qwen3-30b,14,13,31,6,125,63580
stfc__fparser-234,1,0.050782,5037.9,56,qwen3-30b,9,12,31,3,113,45341
MatterMiners__cobald-87,0,0.04139,3695.6,64,qwen3-30b,10,15,37,1,129,36956
ucfopen__canvasapi-277,1,0.02011,2565.0,44,qwen3-30b,7,14,18,3,89,17955
planetlabs__planet-client-python-805,1,0.046328,5909.2,46,qwen3-30b,7,9,26,1,93,41364
zarr-developers__VirtualiZarr-205,1,0.061181,7803.8,74,qwen3-30b,7,24,38,5,149,54626
imageio__imageio-429,1,0.043439,9696.2,43,qwen3-30b,4,15,21,0,87,38785
ameily__pypsi-52,1,0.048889,10912.8,59,qwen3-30b,4,15,24,2,119,43651
jaywink__federation-117,0,0.09611,12259.0,83,qwen3-30b,7,30,32,2,167,85813
zarr-developers__zarr-python-1992,1,0.038345,4279.5,48,qwen3-30b,8,11,26,5,97,34236
altair-viz__altair-3128,1,0.042903,3830.6,55,qwen3-30b,10,14,28,1,111,38306
just-work__fffw-68,1,0.058264,4729.2,63,qwen3-30b,11,13,36,9,127,52022
trinodb__trino-python-client-136,0,0.043275,4829.8,53,qwen3-30b,8,13,27,4,107,38638
facebookresearch__ParlAI-1869,0,0.027231,2026.1,56,qwen3-30b,12,16,25,9,113,24314
sanic-org__sanic-2606,0,0.046076,3164.6,75,qwen3-30b,13,20,38,6,151,41139
zopefoundation__Products.ZCatalog-120,0,0.081864,10441.8,70,qwen3-30b,7,25,33,6,141,73092
vitalik__django-ninja-187,0,0.058353,5210.1,53,qwen3-30b,10,15,26,5,107,52101
hgrecco__pint-1087,0,0.045376,2383.2,100,qwen3-30b,17,25,54,5,201,40514
keras-team__keras-nlp-131,0,0.066071,2564.9,79,qwen3-30b,23,18,34,20,159,58992
pybamm-team__PyBaMM-1081,0,0.033565,3746.1,48,qwen3-30b,8,10,27,1,97,29968
PennyLaneAI__pennylane-1357,0,0.055018,4912.3,69,qwen3-30b,10,18,29,8,139,49123
conda-forge__conda-smithy-1925,0,0.0528,9428.6,56,qwen3-30b,5,15,31,4,113,47143
wireservice__agate-excel-25,1,0.036648,3272.2,49,qwen3-30b,10,13,17,5,99,32722
asottile__pyupgrade-195,1,0.041346,4614.6,42,qwen3-30b,8,16,15,1,85,36916
xonsh__xonsh-4673,0,0.088698,8799.4,69,qwen3-30b,9,22,34,0,139,79194
bobthemighty__punq-191,0,0.031692,2176.7,66,qwen3-30b,13,14,31,0,133,28297
QuantEcon__QuantEcon.py-736,0,0.016763,7483.4,33,qwen3-30b,2,9,18,1,67,14967
canonical__operator-823,0,0.055624,9932.9,43,qwen3-30b,5,10,23,4,87,49664
pytorch__ignite-484,1,0.046775,2610.2,62,qwen3-30b,16,16,26,8,125,41763
googleapis__python-api-core-546,1,0.043275,4293.2,61,qwen3-30b,9,12,30,18,123,38638
staticdev__irpf-cei-301,0,0.065746,8386.0,52,qwen3-30b,7,13,29,2,105,58702
mesonbuild__meson-13190,0,0.051753,2718.1,93,qwen3-30b,17,29,43,3,187,46208
zarr-developers__zarr-python-1991,1,0.047085,4671.1,66,qwen3-30b,9,21,32,4,133,42040
networkx__networkx-5903,1,0.031578,5639.0,37,qwen3-30b,5,10,18,1,75,28195
USEPA__WNTR-272,1,0.046025,10273.4,41,qwen3-30b,4,12,22,3,83,41094
imageio__imageio-209,1,0.044296,3955.0,58,qwen3-30b,10,15,29,7,117,39550
reata__sqllineage-439,0,0.059354,5299.4,70,qwen3-30b,10,22,27,1,141,52994
matchms__matchms-547,0,0.046476,2964.1,61,qwen3-30b,14,20,24,4,123,41497
pydicom__pynetdicom-362,1,0.05378,8003.0,55,qwen3-30b,6,13,33,4,111,48018
pypa__pip-11987,0,0.049446,2943.2,100,qwen3-30b,15,20,62,4,201,44148
sqlfluff__sqlfluff-4753,1,0.035535,6345.6,51,qwen3-30b,5,11,31,2,103,31728
lbl-srg__BuildingsPy-156,1,0.026441,5902.1,42,qwen3-30b,4,10,24,4,85,23608
astropy__astroquery-2160,1,0.057557,5710.1,72,qwen3-30b,9,18,42,1,145,51390
BAMWelDX__weldx-429,0,0.056274,5582.8,61,qwen3-30b,9,20,28,1,123,50245
niftycode__imessage_reader-12,1,0.039073,1938.1,64,qwen3-30b,18,14,21,2,129,34886
tobymao__sqlglot-4472,0,0.040104,2983.9,100,qwen3-30b,12,32,54,4,201,35807
ipython__ipython-12884,1,0.042619,2927.1,70,qwen3-30b,13,13,40,3,141,38053
dwavesystems__dwave-cloud-client-594,0,0.056436,4199.1,80,qwen3-30b,12,26,37,4,161,50389
postlund__pyatv-1004,0,0.065427,6490.8,53,qwen3-30b,9,19,21,4,107,58417
DOV-Vlaanderen__pydov-320,1,0.057218,6385.9,70,qwen3-30b,8,18,39,2,141,51088
spdx__tools-python-543,0,0.081098,7240.9,78,qwen3-30b,10,24,40,0,157,72409
rsagroup__rsatoolbox-350,0,0.062241,9262.1,53,qwen3-30b,6,14,29,2,107,55572
LLNL__hatchet-294,0,0.042799,4776.7,61,qwen3-30b,8,18,31,7,123,38214
Ouranosinc__xclim-433,0,0.049385,5511.7,60,qwen3-30b,8,22,28,3,121,44094
ModellingWebLab__cellmlmanip-20,0,0.072404,4040.4,84,qwen3-30b,16,29,34,4,169,64647
hylang__hy-1898,1,0.053103,5926.7,62,qwen3-30b,8,16,35,4,125,47413
terrapower__armi-1929,0,0.046693,5211.3,49,qwen3-30b,8,11,26,2,99,41690
tobymao__sqlglot-3971,0,0.060407,2696.8,97,qwen3-30b,20,20,52,6,195,53935
oasis-open__cti-python-stix2-369,1,0.064274,7173.5,57,qwen3-30b,8,13,32,4,115,57388
modflowpy__flopy-1748,0,0.046151,5150.8,62,qwen3-30b,8,11,39,3,125,41206
facelessuser__pymdown-extensions-1043,1,0.058684,2619.8,92,qwen3-30b,20,20,38,4,185,52396
tensorly__tensorly-170,1,0.038962,2174.2,72,qwen3-30b,16,26,27,3,145,34788
