instance_id,gold_pass,total_cost_usd,tokens_per_edit,loop_count,model_family,_n_edits,_n_reads,_n_bash,_total_tokens,_total_prompt_tokens,_total_completion_tokens
django__django-10924,0,0.0,138661.3,98,llama-70b,50,0,144,6933064,6913890,19174
django__django-11099,1,0.050691,7606.2,13,llama-70b,14,0,8,106487,103665,2822
django__django-12453,0,0.0,9124.5,17,llama-70b,28,0,4,255486,251674,3812
django__django-11905,0,0.0,124353.0,98,llama-70b,48,0,146,5968946,5948374,20572
django__django-11999,0,0.0,17385.2,85,llama-70b,130,0,38,2260076,2240278,19798
django__django-11910,0,0.0,13385.3,101,llama-70b,198,0,2,2650288,2614384,35904
django__django-12286,1,0.060837,10628.5,14,llama-70b,12,0,12,127542,123905,3637
astropy__astropy-14995,0,0.0,16394.6,37,llama-70b,60,0,12,983676,976018,7658
django__django-11283,0,0.175669,12633.7,29,llama-70b,30,0,24,379012,373982,5030
django__django-12497,0,0.0,8336.7,25,llama-70b,36,0,12,300120,294230,5890
django__django-12708,0,0.309121,8053.3,51,llama-70b,84,0,14,676475,664151,12324
django__django-13220,0,0.0,13488.9,14,llama-70b,22,0,4,296756,293466,3290
django__django-12470,0,0.131432,9463.1,26,llama-70b,30,0,18,283893,277600,6293
django__django-12983,1,0.047193,9472.3,10,llama-70b,10,0,6,94723,91729,2994
django__django-12589,0,0.0,17424.0,68,llama-70b,100,0,34,1742396,1725696,16700
django__django-12284,0,2.631029,31877.2,100,llama-70b,182,0,14,5801658,5772872,28786
django__django-13230,0,0.0,11854.3,39,llama-70b,66,0,10,782386,772172,10214
django__django-13401,0,0.0,50236.7,101,llama-70b,164,0,36,8238814,8210868,27946
django__django-10914,0,0.200026,13435.9,29,llama-70b,32,0,22,429950,423607,6343
astropy__astropy-6938,0,0.062204,15934.4,12,llama-70b,8,0,12,127475,124884,2591
django__django-13447,0,0.0,27203.8,101,llama-70b,144,0,56,3917350,3898368,18982
django__django-13551,0,0.0,9374.5,23,llama-70b,28,0,16,262486,257980,4506
django__django-13660,0,0.056197,11830.9,13,llama-70b,10,0,12,118309,115875,2434
django__django-13448,0,0.0,29365.3,101,llama-70b,186,0,14,5461938,5442132,19806
django__django-13590,1,0.91169,45324.1,48,llama-70b,44,0,48,1994259,1978946,15313
django__django-13757,0,0.109311,28317.1,13,llama-70b,8,0,14,226537,222872,3665
django__django-13768,0,0.167122,25304.8,16,llama-70b,14,0,14,354267,351299,2968
django__django-13925,0,0.0,17906.3,101,llama-70b,180,0,20,3223134,3205162,17972
django__django-13933,0,0.0,18305.0,62,llama-70b,94,0,28,1720670,1707880,12790
django__django-13964,0,1.170896,37756.3,57,llama-70b,68,0,42,2567430,2552159,15271
django__django-11964,0,0.258918,557425.0,28,llama-70b,0,0,52,557425,547185,10240
django__django-14017,0,0.0,31822.9,38,llama-70b,50,0,24,1591144,1579990,11154
django__django-14155,0,0.438487,16999.2,46,llama-70b,56,0,32,951955,936559,15396
django__django-14238,0,0.0,12187.4,101,llama-70b,192,0,8,2339990,2322814,17176
django__django-14382,0,0.131817,20248.8,24,llama-70b,14,0,30,283483,279368,4115
django__django-14534,0,0.291299,312627.5,21,llama-70b,2,0,36,625255,619692,5563
django__django-14016,0,0.0,44247.5,100,llama-70b,188,0,10,8318538,8287200,31338
django__django-14411,0,0.225014,18371.7,20,llama-70b,26,0,10,477664,472698,4966
django__django-14580,0,0.259439,18724.9,30,llama-70b,30,0,26,561747,555636,6111
django__django-14608,0,0.0,14744.4,31,llama-70b,48,0,12,707732,700952,6780
django__django-11179,0,0.0,21650.2,50,llama-70b,70,0,28,1515516,1505270,10246
django__django-14672,1,0.59829,19260.9,51,llama-70b,68,0,30,1309741,1298407,11334
django__django-14730,0,0.0,13799.4,37,llama-70b,56,0,16,772766,763804,8962
django__django-14667,0,0.0,18237.3,42,llama-70b,52,0,30,948338,940532,7806
django__django-14915,0,0.0,20258.9,101,llama-70b,186,0,14,3768162,3745750,22412
django__django-14999,0,0.0,33827.8,98,llama-70b,158,0,36,5344798,5318932,25866
django__django-15252,0,0.0,9708.6,28,llama-70b,42,0,12,407760,401126,6634
django__django-15061,0,0.202444,24005.3,24,llama-70b,18,0,26,432096,427610,4486
django__django-15213,0,0.823046,20984.8,76,llama-70b,86,0,62,1804692,1790006,14686
django__django-15202,0,0.0,59926.1,101,llama-70b,82,0,118,4913944,4893552,20392
django__django-15347,1,0.035713,12075.5,9,llama-70b,6,0,8,72453,70624,1829
django__django-15388,0,0.0,17292.7,58,llama-70b,64,0,50,1106732,1094480,12252
django__django-15790,0,1.174072,17211.8,91,llama-70b,150,0,28,2581776,2561833,19943
django__django-15814,1,0.0,23084.9,101,llama-70b,178,0,22,4109118,4087538,21580
django__django-12308,0,0.0,4627.2,14,llama-70b,24,0,2,111054,107992,3062
astropy__astropy-14365,0,0.053006,17773.5,9,llama-70b,6,0,8,106641,104869,1772
django__django-12700,0,0.0,12732.6,23,llama-70b,32,0,12,407442,401920,5522
django__django-13315,0,0.0,8510.1,30,llama-70b,50,0,8,425504,417948,7556
django__django-14752,0,0.0,9559.4,28,llama-70b,48,0,6,458852,451738,7114
django__django-13158,0,0.0,18134.8,101,llama-70b,170,0,30,3082912,3061480,21432
django__django-15320,0,0.539176,15923.0,61,llama-70b,74,0,44,1178299,1164552,13747
django__django-13321,0,0.628302,18151.3,68,llama-70b,76,0,56,1379497,1367104,12393
django__django-12856,0,0.0,51550.1,96,llama-70b,182,0,8,9382120,9344946,37174
django__django-15498,0,0.107551,22204.3,15,llama-70b,10,0,16,222043,219467,2576
django__django-15695,0,0.564881,38490.9,40,llama-70b,32,0,44,1231709,1220557,11152
django__django-13658,1,0.106616,16099.5,15,llama-70b,14,0,12,225393,221900,3493
django__django-15902,0,0.0,28159.5,88,llama-70b,152,0,22,4280238,4255210,25028
django__django-14855,1,0.041882,13930.5,8,llama-70b,6,0,6,83583,82181,1402
django__django-15400,0,0.0,8063.4,11,llama-70b,16,0,4,129014,126338,2676
django__django-11583,0,0.0,21018.0,77,llama-70b,122,0,30,2564202,2547286,16916
django__django-15789,0,0.111142,11787.4,17,llama-70b,20,0,10,235747,232223,3524
django__django-13033,0,0.186962,15482.6,26,llama-70b,26,0,22,402548,396517,6031
django__django-14997,0,0.0,18006.9,43,llama-70b,52,0,32,936360,926978,9382
django__django-16041,1,0.113427,9333.4,21,llama-70b,26,0,12,242668,237489,5179
django__django-15819,0,0.0,14974.1,19,llama-70b,28,0,8,419276,416090,3186
django__django-12915,0,0.0,6759.6,14,llama-70b,20,0,6,135192,131636,3556
django__django-12908,0,0.087962,45224.5,12,llama-70b,4,0,16,180898,176311,4587
django__django-12184,0,0.0,18361.4,48,llama-70b,74,0,20,1358744,1348296,10448
django__django-11133,0,0.668496,15601.4,68,llama-70b,94,0,38,1466533,1453970,12563
django__django-14787,0,0.044042,9054.9,11,llama-70b,10,0,8,90549,88569,1980
django__django-15781,0,0.0,27917.7,100,llama-70b,120,0,78,3350122,3331082,19040
django__django-16046,0,0.0,15947.2,40,llama-70b,72,0,6,1148200,1136628,11572
django__django-16255,1,0.036364,12208.3,8,llama-70b,6,0,6,73250,71574,1676
django__django-12747,0,0.849361,19023.5,77,llama-70b,98,0,52,1864306,1851741,12565
django__django-16229,0,0.0,23253.4,101,llama-70b,174,0,26,4046086,4021916,24170
django__django-11422,0,0.0,119264.0,96,llama-70b,84,0,106,10018180,9998618,19562
django__django-13710,1,0.297932,107730.8,31,llama-70b,6,0,52,646385,639320,7065
django__django-13028,0,0.311157,14108.4,41,llama-70b,48,0,30,677203,667373,9830
django__django-15851,0,0.272214,26781.9,35,llama-70b,22,0,44,589201,580817,8384
django__django-13265,0,0.0,27200.8,35,llama-70b,50,0,18,1360040,1352978,7062
django__django-16379,0,0.0,6254.2,22,llama-70b,36,0,6,225150,220634,4516
django__django-15996,0,0.0,37119.1,59,llama-70b,74,0,42,2746816,2729508,17308
django__django-16820,0,0.0,14833.5,36,llama-70b,62,0,8,919680,908070,11610
django__django-17051,0,0.0,12491.8,101,llama-70b,188,0,12,2348452,2330804,17648
matplotlib__matplotlib-18869,0,0.0,14939.0,26,llama-70b,22,0,28,328658,324264,4394
django__django-16595,0,0.0,29826.5,101,llama-70b,192,0,8,5726694,5704210,22484
matplotlib__matplotlib-23562,0,0.0,24379.0,27,llama-70b,28,0,24,682612,676718,5894
matplotlib__matplotlib-25332,0,0.547374,24871.6,42,llama-70b,48,0,32,1193835,1184450,9385
django__django-16400,0,0.455108,22473.1,39,llama-70b,44,0,30,988815,979297,9518
matplotlib__matplotlib-22711,0,0.031148,10578.2,8,llama-70b,6,0,6,63469,61619,1850
matplotlib__matplotlib-22835,0,0.0,11299.6,35,llama-70b,60,0,8,677974,669556,8418
matplotlib__matplotlib-25079,0,0.0,19641.5,26,llama-70b,30,0,20,589244,583936,5308
matplotlib__matplotlib-25442,0,0.125638,66143.5,17,llama-70b,4,0,26,264574,261690,2884
matplotlib__matplotlib-25498,0,0.135804,23966.2,16,llama-70b,12,0,16,287594,284828,2766
matplotlib__matplotlib-24970,0,0.0,8964.5,101,llama-70b,194,0,6,1739104,1724178,14926
matplotlib__matplotlib-23314,0,0.0,45552.6,86,llama-70b,140,0,30,6377368,6342254,35114
matplotlib__matplotlib-26011,0,0.31207,18602.7,27,llama-70b,36,0,14,669696,659922,9774
mwaskom__seaborn-2848,0,0.0,20574.1,34,llama-70b,56,0,10,1152150,1145050,7100
mwaskom__seaborn-3010,0,0.0,22024.8,25,llama-70b,26,0,22,572644,564442,8202
matplotlib__matplotlib-24334,0,0.0,27027.6,42,llama-70b,54,0,28,1459488,1433616,25872
mwaskom__seaborn-3407,0,0.196746,26116.8,18,llama-70b,16,0,16,417869,413582,4287
matplotlib__matplotlib-26020,1,0.149988,39850.5,15,llama-70b,8,0,18,318804,316088,2716
mwaskom__seaborn-3190,0,0.0,44332.0,101,llama-70b,184,0,16,8157086,8114618,42468
psf__requests-2317,1,0.243159,7746.9,43,llama-70b,68,0,14,526792,520350,6442
pallets__flask-4992,0,0.0,17623.0,101,llama-70b,184,0,16,3242624,3222516,20108
psf__requests-1963,1,0.132492,19879.1,16,llama-70b,14,0,14,278307,275089,3218
psf__requests-2148,0,0.727481,20815.9,58,llama-70b,76,0,36,1582009,1569063,12946
psf__requests-2674,0,1.20009,31448.5,78,llama-70b,84,0,68,2641674,2627184,14490
psf__requests-3362,0,0.0,32421.0,101,llama-70b,168,0,32,5446726,5419602,27124
psf__requests-863,1,0.0,26688.6,101,llama-70b,124,0,76,3309388,3292014,17374
pydata__xarray-4094,0,0.0,10531.9,30,llama-70b,46,0,12,484468,476744,7724
pydata__xarray-3364,0,0.0,44455.2,101,llama-70b,100,0,100,4445520,4426840,18680
pallets__flask-5063,0,0.0,27136.8,101,llama-70b,182,0,18,4938906,4903824,35082
pydata__xarray-4493,0,0.0,17420.1,40,llama-70b,64,0,14,1114888,1105206,9682
matplotlib__matplotlib-25433,0,0.065334,13882.8,16,llama-70b,10,0,18,138828,136035,2793
pydata__xarray-4248,0,0.0,28568.8,44,llama-70b,64,0,22,1828406,1805836,22570
pylint-dev__pylint-7228,0,0.0,18606.2,17,llama-70b,24,0,8,446550,443322,3228
pylint-dev__pylint-6506,0,0.15361,9209.5,24,llama-70b,36,0,8,331541,326135,5406
pydata__xarray-5131,1,0.067418,22852.2,11,llama-70b,6,0,12,137113,135335,1778
pylint-dev__pylint-5859,0,1.260544,33804.0,70,llama-70b,82,0,54,2771932,2757584,14348
pylint-dev__pylint-7114,0,0.272471,32510.6,26,llama-70b,18,0,30,585191,580192,4999
pytest-dev__pytest-11143,0,0.0,7779.2,14,llama-70b,22,0,4,171142,168404,2738
pylint-dev__pylint-7993,0,2.640214,35490.0,90,llama-70b,164,0,12,5820352,5789746,30606
pytest-dev__pytest-5227,1,0.078884,16413.1,13,llama-70b,10,0,12,164131,161050,3081
pytest-dev__pytest-5221,0,0.0,26427.4,33,llama-70b,42,0,22,1109950,1101994,7956
pytest-dev__pytest-5103,0,0.0,16930.1,33,llama-70b,48,0,16,812646,803304,9342
pytest-dev__pytest-5413,0,0.0,22412.5,101,llama-70b,174,0,26,3899774,3881928,17846
pytest-dev__pytest-5495,0,0.126723,16864.2,19,llama-70b,16,0,18,269827,266125,3702
pytest-dev__pytest-5692,0,0.0,31865.0,101,llama-70b,188,0,12,5990618,5967074,23544
pytest-dev__pytest-6116,0,0.0,51091.1,101,llama-70b,186,0,14,9502948,9479398,23550
pytest-dev__pytest-7168,0,0.0,31769.1,101,llama-70b,158,0,42,5019514,4996638,22876
pytest-dev__pytest-7220,0,0.102686,15353.1,16,llama-70b,14,0,14,214944,211314,3630
pytest-dev__pytest-7432,0,0.13473,15959.8,20,llama-70b,18,0,18,287277,283308,3969
django__django-16527,1,0.073291,7747.2,15,llama-70b,20,0,6,154944,151635,3309
pytest-dev__pytest-7490,0,0.0,36780.0,101,llama-70b,138,0,62,5075636,5053798,21838
django__django-17087,0,0.129078,12624.4,24,llama-70b,22,0,22,277737,272484,5253
pytest-dev__pytest-9359,0,0.0,30489.8,48,llama-70b,78,0,16,2378206,2366826,11380
django__django-16873,1,0.136441,18013.7,20,llama-70b,16,0,20,288219,284379,3840
django__django-16139,1,0.264983,11032.7,34,llama-70b,52,0,12,573700,565187,8513
scikit-learn__scikit-learn-10297,0,0.0,27160.2,100,llama-70b,182,0,16,4943156,4921384,21772
django__django-16910,0,0.0,30715.8,101,llama-70b,154,0,46,4730240,4704210,26030
pytest-dev__pytest-8365,0,0.069547,14500.9,14,llama-70b,10,0,14,145009,142392,2617
matplotlib__matplotlib-23563,0,0.027418,13829.0,7,llama-70b,4,0,6,55316,54032,1284
pylint-dev__pylint-7080,0,0.0,68431.0,45,llama-70b,48,0,40,3284690,3274082,10608
scikit-learn__scikit-learn-10508,0,0.040902,13441.8,8,llama-70b,6,0,6,80651,79347,1304
matplotlib__matplotlib-23964,0,0.0,13106.5,101,llama-70b,190,0,10,2490244,2473134,17110
matplotlib__matplotlib-25311,0,0.0,18579.4,26,llama-70b,32,0,18,594542,589794,4748
matplotlib__matplotlib-23299,0,0.0,1518510.5,101,llama-70b,8,0,192,12148084,12130168,17916
matplotlib__matplotlib-23913,0,0.0,21386.6,101,llama-70b,194,0,6,4149004,4129018,19986
pallets__flask-4045,0,0.0,37555.7,101,llama-70b,186,0,14,6985352,6960644,24708
scikit-learn__scikit-learn-13496,1,0.110829,23422.8,18,llama-70b,10,0,22,234228,230933,3295
scikit-learn__scikit-learn-11281,0,0.0,23487.4,28,llama-70b,42,0,12,986472,979884,6588
scikit-learn__scikit-learn-14087,0,0.049694,12927.4,11,llama-70b,8,0,10,103419,101500,1919
scikit-learn__scikit-learn-11040,0,0.890171,29462.8,53,llama-70b,66,0,36,1944543,1930321,14222
scikit-learn__scikit-learn-13439,0,0.0,17437.3,101,llama-70b,194,0,6,3382832,3359722,23110
scikit-learn__scikit-learn-14092,0,0.073616,18892.8,11,llama-70b,8,0,10,151142,149282,1860
scikit-learn__scikit-learn-13779,0,0.0,40590.7,101,llama-70b,124,0,76,5033252,5009652,23600
scikit-learn__scikit-learn-13497,0,0.0,48779.3,101,llama-70b,156,0,44,7609574,7586042,23532
scikit-learn__scikit-learn-12471,1,0.02946,14980.0,8,llama-70b,4,0,8,59920,58761,1159
scikit-learn__scikit-learn-13584,1,0.432771,9138.3,60,llama-70b,104,0,12,950381,941465,8916
scikit-learn__scikit-learn-14894,0,0.0,15533.1,43,llama-70b,56,0,28,869854,857996,11858
scikit-learn__scikit-learn-13142,0,0.0,20208.0,46,llama-70b,68,0,22,1374144,1363920,10224
scikit-learn__scikit-learn-14983,0,0.0,39985.6,101,llama-70b,192,0,8,7677238,7636398,40840
scikit-learn__scikit-learn-15512,0,0.0,23204.5,101,llama-70b,194,0,6,4501682,4479454,22228
scikit-learn__scikit-learn-15535,0,0.0,87824.1,95,llama-70b,126,0,62,11065842,11044080,21762
django__django-15738,0,1.808016,46265.3,87,llama-70b,86,0,84,3978819,3959078,19741
scikit-learn__scikit-learn-25500,0,0.027921,14040.2,7,llama-70b,4,0,6,56161,54563,1598
scikit-learn__scikit-learn-25747,0,0.485833,17046.5,43,llama-70b,62,0,20,1056880,1047111,9769
matplotlib__matplotlib-23476,0,0.099326,14718.2,13,llama-70b,14,0,8,206055,202403,3652
sphinx-doc__sphinx-8435,0,0.0,5477.1,15,llama-70b,24,0,4,131450,127884,3566
scikit-learn__scikit-learn-10949,0,0.0,12294.6,29,llama-70b,50,0,6,614730,608086,6644
sphinx-doc__sphinx-8273,0,0.0,8551.8,15,llama-70b,24,0,4,205244,199552,5692
sphinx-doc__sphinx-10325,0,0.0,6807.1,21,llama-70b,34,0,6,231442,223814,7628
sphinx-doc__sphinx-7975,0,0.473179,19652.2,34,llama-70b,52,0,12,1021915,1013105,8810
pytest-dev__pytest-7373,0,0.275075,11497.8,33,llama-70b,52,0,10,597886,590369,7517
sphinx-doc__sphinx-8282,0,0.158304,14103.6,22,llama-70b,24,0,16,338486,328763,9723
scikit-learn__scikit-learn-25570,1,0.055909,56652.5,10,llama-70b,2,0,14,113305,111554,1751
sphinx-doc__sphinx-8474,0,0.318727,48343.4,22,llama-70b,14,0,26,676808,672034,4774
pytest-dev__pytest-11148,0,0.791169,24777.7,50,llama-70b,70,0,26,1734438,1724796,9642
sphinx-doc__sphinx-10451,0,0.0,10856.0,59,llama-70b,92,0,24,998752,987584,11168
matplotlib__matplotlib-24265,0,0.066418,13709.0,13,llama-70b,10,0,12,137090,134880,2210
matplotlib__matplotlib-23987,0,0.0,51590.8,101,llama-70b,156,0,44,8048172,8027582,20590
sphinx-doc__sphinx-8595,0,0.529466,29599.9,36,llama-70b,38,0,30,1124796,1116819,7977
sphinx-doc__sphinx-7686,0,2.919939,41240.4,90,llama-70b,156,0,20,6433499,6411404,22095
matplotlib__matplotlib-24149,1,0.032624,33138.0,8,llama-70b,2,0,10,66276,64987,1289
sphinx-doc__sphinx-8506,0,0.0,10594.2,46,llama-70b,74,0,16,783972,775598,8374
sphinx-doc__sphinx-11445,0,0.0,21085.8,44,llama-70b,68,0,18,1433832,1421806,12026
scikit-learn__scikit-learn-13241,0,0.099195,17310.6,16,llama-70b,12,0,16,207727,205305,2422
sphinx-doc__sphinx-8721,0,0.593644,22231.2,40,llama-70b,58,0,18,1289407,1280605,8802
sphinx-doc__sphinx-8713,1,0.107344,28573.0,19,llama-70b,8,0,26,228584,224503,4081
sphinx-doc__sphinx-8801,0,0.0,14524.8,34,llama-70b,52,0,14,755290,745654,9636
sympy__sympy-11400,0,0.0,33552.8,43,llama-70b,66,0,18,2214488,2201566,12922
sympy__sympy-13031,0,0.0,18774.1,30,llama-70b,38,0,20,713414,706556,6858
sympy__sympy-11870,0,0.0,49454.2,101,llama-70b,144,0,56,7121410,7095794,25616
sympy__sympy-12454,0,0.059549,8916.9,13,llama-70b,14,0,8,124836,121933,2903
sympy__sympy-11897,0,0.0,61407.9,73,llama-70b,134,0,10,8228652,8210190,18462
sympy__sympy-13043,0,0.052781,13839.6,13,llama-70b,8,0,14,110717,108452,2265
sympy__sympy-12236,0,0.0,30740.4,29,llama-70b,44,0,12,1352578,1345498,7080
sympy__sympy-13177,0,0.094826,12499.8,17,llama-70b,16,0,14,199996,196305,3691
sympy__sympy-12481,0,0.0,31241.7,101,llama-70b,182,0,18,5685994,5663450,22544
sympy__sympy-12419,0,0.0,36345.3,101,llama-70b,180,0,20,6542154,6519122,23032
sympy__sympy-13471,0,0.496029,19977.1,38,llama-70b,54,0,18,1078766,1069139,9627
sympy__sympy-13895,0,0.0,17561.0,28,llama-70b,38,0,16,667318,662098,5220
sympy__sympy-13773,0,0.0,15981.9,37,llama-70b,62,0,10,990878,982148,8730
sphinx-doc__sphinx-7738,0,0.0,40857.8,101,llama-70b,158,0,42,6455538,6437432,18106
sphinx-doc__sphinx-8627,0,0.123698,12037.1,23,llama-70b,22,0,20,264816,260182,4634
sympy__sympy-13647,0,0.0,55186.8,100,llama-70b,156,0,42,8609136,8579678,29458
sympy__sympy-13437,0,0.0,21918.9,39,llama-70b,58,0,18,1271296,1261610,9686
sympy__sympy-13915,0,0.859118,23014.7,63,llama-70b,82,0,40,1887206,1875100,12106
sympy__sympy-12171,0,0.0,22455.7,101,llama-70b,194,0,6,4356402,4321790,34612
scikit-learn__scikit-learn-25638,0,0.0,85758.9,80,llama-70b,100,0,58,8575892,8556266,19626
sympy__sympy-14308,0,0.17671,23269.2,21,llama-70b,16,0,22,372308,366962,5346
sympy__sympy-13971,0,0.0,28158.5,25,llama-70b,30,0,18,844754,839240,5514
sympy__sympy-14317,0,0.408142,24661.0,33,llama-70b,36,0,26,887795,881847,5948
sympy__sympy-14024,0,0.0,34961.3,40,llama-70b,50,0,28,1748066,1734862,13204
sympy__sympy-14774,1,0.022906,11396.5,7,llama-70b,4,0,6,45586,44094,1492
sympy__sympy-14817,0,0.0,8369.6,18,llama-70b,26,0,8,217610,214454,3156
sympy__sympy-15308,0,0.0,36285.5,24,llama-70b,26,0,20,943422,937574,5848
sympy__sympy-14396,0,0.0,41319.6,101,llama-70b,196,0,4,8098636,8075932,22704
sympy__sympy-15609,0,0.0,27531.3,23,llama-70b,32,0,12,881002,875986,5016
sympy__sympy-17139,0,0.050251,13029.2,11,llama-70b,8,0,10,104234,102529,1705
sympy__sympy-15345,0,0.0,22635.0,62,llama-70b,96,0,26,2172964,2152644,20320
sympy__sympy-15678,0,0.475204,24658.2,37,llama-70b,42,0,28,1035644,1026925,8719
sympy__sympy-15011,0,0.0,74304.7,101,llama-70b,148,0,52,10997096,10972108,24988
sympy__sympy-16106,0,2.020024,30911.2,98,llama-70b,144,0,48,4451206,4429532,21674
sympy__sympy-16792,0,0.0,56909.3,101,llama-70b,146,0,54,8308752,8288220,20532
sympy__sympy-17022,0,0.0,35878.9,19,llama-70b,16,0,20,574062,569874,4188
sympy__sympy-17630,0,0.588872,24734.3,51,llama-70b,52,0,46,1286182,1273395,12787
sympy__sympy-18057,0,0.0,12623.6,28,llama-70b,46,0,8,580686,574578,6108
sympy__sympy-18087,0,0.232839,41539.4,22,llama-70b,12,0,28,498473,492845,5628
sympy__sympy-19007,0,0.0,18971.0,19,llama-70b,26,0,10,493246,488970,4276
sympy__sympy-16988,0,0.0,17361.6,33,llama-70b,48,0,16,833356,826726,6630
sympy__sympy-18698,0,0.162729,28847.1,18,llama-70b,12,0,20,346165,342278,3887
sympy__sympy-18621,0,0.0,67947.0,71,llama-70b,128,0,12,8697216,8681220,15996
sympy__sympy-17655,0,0.0,28456.6,101,llama-70b,182,0,18,5179094,5153968,25126
sympy__sympy-20154,0,0.061417,9283.5,15,llama-70b,14,0,12,129969,127328,2641
sympy__sympy-13480,1,0.084429,14604.4,12,llama-70b,12,0,8,175253,173299,1954
sympy__sympy-18532,0,0.0,27137.9,30,llama-70b,34,0,24,922690,916618,6072
sympy__sympy-21379,0,0.036059,12256.7,9,llama-70b,6,0,8,73540,72027,1513
sympy__sympy-20322,0,0.0,18147.4,33,llama-70b,52,0,12,943664,935328,8336
sympy__sympy-18835,0,0.0,15305.9,24,llama-70b,32,0,14,489790,483404,6386
sympy__sympy-20442,0,0.299399,39965.5,21,llama-70b,16,0,22,639448,631601,7847
sympy__sympy-18189,0,0.0,49942.6,101,llama-70b,190,0,10,9489100,9464934,24166
sympy__sympy-22714,1,0.177178,62028.7,13,llama-70b,6,0,16,372172,369850,2322
sympy__sympy-21847,1,0.166897,16176.5,20,llama-70b,22,0,14,355883,351485,4398
sympy__sympy-20049,0,2.430532,39417.0,93,llama-70b,136,0,46,5360715,5338882,21833
sympy__sympy-13146,0,0.0,30890.9,101,llama-70b,172,0,28,5313228,5289286,23942
sympy__sympy-19254,0,0.0,23643.3,101,llama-70b,178,0,22,4208500,4186194,22306
sympy__sympy-20212,0,0.0,23656.3,101,llama-70b,176,0,24,4163516,4143902,19614
sympy__sympy-16281,0,0.0,47079.4,101,llama-70b,134,0,66,6308642,6286670,21972
sympy__sympy-20590,0,0.0,29825.9,101,llama-70b,176,0,24,5249362,5224140,25222
sympy__sympy-21612,0,0.0,36193.0,52,llama-70b,56,0,46,2026806,2013130,13676
sympy__sympy-18199,0,0.0,56863.3,101,llama-70b,170,0,30,9666756,9643494,23262
sympy__sympy-21055,0,0.044676,15398.5,11,llama-70b,6,0,12,92391,90462,1929
sympy__sympy-16503,0,0.0,65526.7,101,llama-70b,100,0,100,6552668,6525186,27482
sympy__sympy-22005,0,0.108488,16360.4,15,llama-70b,14,0,12,229046,225160,3886
sympy__sympy-19487,0,0.0,80117.6,101,llama-70b,68,0,132,5447996,5428778,19218
sympy__sympy-22840,0,1.660988,27716.6,86,llama-70b,132,0,36,3658590,3638443,20147
sympy__sympy-21614,0,0.0,95179.9,101,llama-70b,102,0,98,9708348,9683894,24454
sympy__sympy-15346,0,4.613345,73363.3,78,llama-70b,138,0,14,10124136,10096671,27465
sympy__sympy-21627,0,0.0,79195.1,101,llama-70b,180,0,20,14255116,14199646,55470
sympy__sympy-23262,0,0.0,22906.9,31,llama-70b,38,0,22,870462,863470,6992
sympy__sympy-23191,0,0.0,31821.2,37,llama-70b,58,0,14,1845628,1837106,8522
sympy__sympy-24102,0,0.0,12515.6,19,llama-70b,28,0,8,350436,345244,5192
sympy__sympy-23117,0,0.0,13060.8,28,llama-70b,46,0,8,600796,594508,6288
sympy__sympy-24909,0,0.042089,10735.0,10,llama-70b,8,0,8,85880,83989,1891
sympy__sympy-21171,0,0.319917,26447.8,26,llama-70b,26,0,22,687642,681533,6109
sympy__sympy-24152,0,0.0,13702.0,35,llama-70b,60,0,8,822118,814948,7170
sympy__sympy-24213,0,0.0,28327.9,101,llama-70b,182,0,18,5155674,5126560,29114
pytest-dev__pytest-8906,0,0.452612,15438.7,39,llama-70b,64,0,10,988078,977841,10237
django__django-16816,0,0.0,34890.7,51,llama-70b,56,0,44,1953880,1942136,11744
django__django-11620,0,0.0,24082.8,101,llama-70b,186,0,14,4479398,4459360,20038
sympy__sympy-24066,0,0.0,25185.5,101,llama-70b,194,0,6,4885984,4855048,30936
sympy__sympy-20639,0,0.0,14864.9,24,llama-70b,40,0,6,594594,588614,5980
django__django-16408,0,0.0,,0,llama-70b,0,0,0,0,0,0
